id,question,choice_0,choice_1,choice_2,label,human_expl_open-ended,gpt-theirs
8f338dbffed1b6489297aeeace0e6388,"Sally lost her kite because she wasn't careful.  She thought that there was more string on the spool, but it slipped out of her fingers when she reached the what?.",toy store,end of line,child's hand,1,"if there is no more line in the spool, she can't reach for it anymore.",toy store is the only place where toys aren't tied up.
093cf61ecdcf755b443be4bef12cf7b3,Where are seats most likely bleachers?,opera,theater,hockey game,2,bleacher modification is on a tight timeline and a long distance away,the only seats that are likely to be seats are the ones that are usually reserved for the players.
766b859372016d23888a3e1f3a047859,HOw do you ask someone to entertain you ?,liked,hot,please,2,please ask someone to entertain you,you are not invited to entertain someone.
43a9b5270728899b10bfa9a43cae4809,What is something I need to avoid while playing ball?,injury,having fun,losing,0,you need to avoid injury while you might want to avoid losing.,a ball is a ball that is a part of the game.
61bc2a0b608cd61f0cd5bd5550a95429,Sarah opened her newspaper to the second page and sat where?,jail,rug,porch,2,porch is one of the roof,a porch is the only place that is not a jail.
509e57318ccdf0e5d1f18c2bbc00b3fa,You go into a building and see many people going in and out of the entry way.  Most going out are carrying plastic bags.  Where might you be.,department store,office building,house,0,department store   go into a building and see many people going in and out of the entry way. most going out are carrying plastic bags. where might you be.,a store is the only place that would be in a building.
bed0a6e6bc5a2aff9bf20f8f4ac2b248,Where do you use condoms?,bedroom,supermarket,medicine chest,0,condoms use in only bedrooms,condoms are used in the bedroom.
82ff0c9bb324d0ef9fd8778000fd3d75,"The cow farm was free range, it provided all the quality meat to t he bay area of where?",nursery rhyme,northern california,rural area,1,"northern california has a bay area with cow farm, unlike rural areas that aren't a bay. a option is not relevant",southern california is the only place that is free range.
4857f0f798640eda2b794f68d4a1a27e,Where can I find a steakhouse with a view of corn fields?,nebraska,mexico,utah,0,i can find a steakhouse in a nebraska of corn field,nebraska is the only place that has a view of corn fields.
badc078e831d6722dfb07a16cb4d5310,WHat does a teacher do for a student over the semester?,evaluate progress,include examples,prepare dinner,0,evaluate progress  does a teacher do for a student over the semeste,a teacher is a teacher who is a teacher.
8994e1a230367c69c3c9ffdb3ef63971,"Needlepoint requires many accessories, what holds the work taut?",sewing,livingroom,frame,2,that's the best option since that's where there are more roses,sewing is the only thing that holds the work taut.
8908df7fabf8ad1c452b2b4a1c766eab,Where are leaves best left?,trees,roof,street,0,the best leaves in trees.,leaves are best left
1fe539f56d95d20110dab73c81de6dfc,Where could you put some knives if you are planning to bring them outside with you?,sporting goods store,kitchen,backpack,2,in safety in backpack.,knives are the only weapons that can be used in a fight.
3f720c9ad7f3eb99400dd8c81fc269d8,"Learning languages is difficult.  Even in a full immersion environment you're likely to make mistakes, mistakes will cause misinterpretation, which will be uncomfortable, which will cause what?,",headaches,frustration,misunderstandings,1,did not able to understood the language,mistakes can cause mistakes.
ff7ca9c294f1bba7900a35669b4b6163,"If you didn't find any plants on another planet, where might you look to find some?",greenhouse,windowsill,surface of earth,2,"the surface of the earth have plenty of plants, unlike the other options that are much more limited in scope.",greenhouse is the only place that would be on a planet.
d7b4b0f27e29e6f19b2c862bb1004b94,What can happen if you're too worn out before going to opera?,fall asleep,headache,relaxation,0,"however, if you give it a fighting chance, you'll find that opera can be enjoyed","when you're too tired to go to opera, you fall asleep."
068c2762eedd6227298a2b637e712eca,"If I run a long time, I run the risk of what?",sweat,exhaustion,fall down,1,"if you run a long time, you will get exhausted. sweating is natural and will occur way early and fall down is only the last case scenario",a long time is the only answer that makes sense.
e40ed157aeb8ca4a8dea6ca33e88fb4e,John never felt himself losing consciousness.   The next thing he knew a year had passed.  He had been what?,death,forgetfulness,coma,2,he wasn't dead but he wasn't aware and a substantial amount of time had past so he must have been in a coma.,death is the only option that is not a coma.
467ef66a3ab623ac9c09c58100f96ff5,What is the likely end of bringing suit?,going to court,swimming,ruling,2,a lawsuit is a proceeding by a party or parties against another in the civil court of law. ... each of these participants can bring any number of cross claims.,the only option that is likely to bring suit is going to court
bacf3ee997d9ad71a6028e67a6b0933e,"Bobby was doing housework when he became sick.   He thought he worked too hard, but the doctor said what it was what?",allergies,exhaustion,cleanliness,0,generally people become sick while doing housework dust due to allergies.,housework is the only option that is not a chore.
051a9fcd42a663e4b0f5d0a487fcd9bc,What do humans have that cerberus does not have?,one head,two ears,two feet,0,"one head  not for sale,where is it likely to be?",the head is the only thing that is not a head.
99b030352823be4241fb7a25ce370fc6,Why is this person getting married?,promise to do,fear death,gain weight,0,i promise to give  you my all,marriage is the only option that is a possibility.
38fc5709f0f4968dac106f08c9276186,What is a person likely to lock at night?,front door,gate,entrance,0,the person should like to lock in front of door at night.,a gate is the only place that is usually locked.
78c380439348f24b0019a2d46e0521d0,Where is a good place to keep a butcher knife?,kitchen drawer,fishing boat,pocket,0,"there are essentially four basic ways to store your kitchen knives. ... but this is more for the professional chef who travels with his tools, and is ... magnetic wall strips are a safe and convenient way to store your cutting tools.",a butcher knife is a good place to keep a butcher knife
3f7efaaab60a76ec8208883bf79262ec,"The equipment manager was in charge of the sports equipment, when the team arrived for an away he took it off the bus and brought it where?",arena,mall,school,0,almost anyone who desires to work in an equipment room will bring with ...,the sports equipment manager was in charge of the sports equipment
8cd9f784277466e40b72750727ab2f83,Name a sort of place where live crabs are not allowed.,most offices,fancy restaurant,fish department,0,the high teenager was having trouble grasping that the world is a good,a fish department is the only place where live crabs are not allowed.
9cbe614cba0b6e5b36f118f6ba039d02,What could a machine help you with if you need some food?,wash dishes,construct,dispense,2,a dispense machine help to need some food.,washing dishes is the only thing that can help you with your problems.
